,Positive Score,Negative Score,Player,Pos,Squad,Season,Comp,PlayerScore
10199,-36.28704102708575,-9.956442125558878,Lesley Ugochukwu,MF,Rennes,2020,Ligue 1,-26.33059890152687
10200,15.789360103303128,9.015523769888153,Hwang Ui-jo,"FW,MF",Bordeaux,2020,Ligue 1,6.773836333414975
10201,-12.608407656085053,-8.399336058618308,Samuel Umtiti,DF,Barcelona,2020,La Liga,-4.209071597466744
10202,-10.227668508722132,8.809748338594101,Enes Ünal,FW,Getafe,2020,La Liga,-19.037416847316234
10203,-29.132847536585484,-6.75920611830669,Cengiz Ünder,"FW,MF",Leicester City,2020,Premier League,-22.373641418278794
10204,57.40716281676528,4.241211795877646,Dayot Upamecano,DF,RB Leipzig,2020,Bundesliga,53.16595102088763
10205,-0.045304962396097936,4.990654784649065,Mark Uth,"FW,MF",Schalke 04,2020,Bundesliga,-5.035959747045163
10206,-38.71840573363997,-10.301335694721509,Eugeni Valderrama,"MF,FW",Huesca,2020,La Liga,-28.41707003891846
10207,-22.42262443882939,-9.258530543401887,Lautaro Valenti,DF,Parma,2020,Serie A,-13.164093895427504
10208,-41.70613592900717,-6.006630107836745,Antoine Valerio,MF,Nîmes,2020,Ligue 1,-35.69950582117042
10209,-22.41062653130366,-3.0785364466042155,Borja Valero,"MF,FW",Fiorentina,2020,Serie A,-19.332090084699445
10210,-39.8113379532421,-4.983920732559495,Yan Valery,"DF,MF",Southampton,2020,Premier League,-34.827417220682605
10211,-13.679310041025738,-0.9125377780887121,Jesús Vallejo,DF,Granada,2020,La Liga,-12.766772262937026
10212,-9.325920803119248,1.624829396391162,Manu Vallejo,"FW,MF",Valencia,2020,La Liga,-10.95075019951041
10213,16.31395699354959,-5.155629367179567,Federico Valverde,MF,Real Madrid,2020,La Liga,21.469586360729156
10214,-23.68007229169034,-8.031526853173759,Virgil van Dijk,DF,Liverpool,2020,Premier League,-15.648545438516582
10215,42.23614217355651,1.0411815921672753,Raphaël Varane,DF,Real Madrid,2020,La Liga,41.19496058138923
10216,37.71731398042858,9.187908294255577,Jamie Vardy,FW,Leicester City,2020,Premier League,28.529405686173
10217,15.216867730516622,8.184299717394172,Ruben Vargas,"MF,FW",Augsburg,2020,Bundesliga,7.03256801312245
10218,-38.29942805108363,-10.393865170257177,Denis Vavro,DF,Lazio,2020,Serie A,-27.90556288082645
10219,-29.802056191930664,-0.5609592405803384,Denis Vavro,DF,Huesca,2020,La Liga,-29.241096951350325
10220,-27.473323205359225,-6.947547249915354,Franco Vázquez,"FW,MF",Sevilla,2020,La Liga,-20.52577595544387
10221,-29.087107023980682,-2.742876397112842,Kevin Vázquez,DF,Celta Vigo,2020,La Liga,-26.34423062686784
10222,52.82967645525421,5.163038287279957,Lucas Vázquez,"DF,FW",Real Madrid,2020,La Liga,47.66663816797425
10223,-26.919830921236297,-7.549179145246841,Matías Vecino,MF,Inter,2020,Serie A,-19.370651775989458
10224,-42.16516964527896,-9.367131860866643,Gabriel Veiga,"MF,DF",Celta Vigo,2020,La Liga,-32.798037784412315
10225,-1.9210224916243812,-5.479022146829212,Miloš Veljković,DF,Werder Bremen,2020,Bundesliga,3.5579996552048314
10226,3.3415770776030813,-3.9492548287514664,Miguel Veloso,MF,Hellas Verona,2020,Serie A,7.290831906354548
10227,40.5800500287892,1.5470020802101907,Joël Veltman,DF,Brighton,2020,Premier League,39.03304794857901
10228,6.849565863000878,-1.302520496010517,Unai Vencedor Paris,MF,Athletic Club,2020,La Liga,8.152086359011395
10229,0.34456593254870527,3.3994083183710044,Lorenzo Venuti,DF,Fiorentina,2020,Serie A,-3.0548423858222993
10230,-6.069188360567847,-4.8072264876936615,Daniele Verde,FW,Spezia,2020,Serie A,-1.2619618728741857
10231,17.66160909891644,4.945677944815565,Simone Verdi,"MF,FW",Torino,2020,Serie A,12.715931154100875
10232,40.57027299115512,7.890502762810783,Gonzalo Verdú,DF,Elche,2020,La Liga,32.67977022834434
10233,42.40367255932295,5.9797072618956015,Jordan Veretout,MF,Roma,2020,Serie A,36.423965297427344
10234,-49.87180018505889,-10.471108706242973,Edoardo Vergani,FW,Bologna,2020,Serie A,-39.400691478815915
10235,53.669015300612365,5.036615006564708,Marco Verratti,MF,Paris S-G,2020,Ligue 1,48.632400294047656
10236,3.100432261552571,1.0005363958439324,Valerio Verre,"FW,MF",Sampdoria,2020,Serie A,2.099895865708638
10237,9.441575316225004,3.4747824700906573,Mikel Vesga,MF,Athletic Club,2020,La Liga,5.9667928461343465
10238,50.556024238234244,0.6399655980949966,Jannik Vestergaard,DF,Southampton,2020,Premier League,49.91605864013925
10239,31.772518103112077,9.179834439216567,Rúben Vezo,DF,Levante,2020,La Liga,22.59268366389551
10240,-33.01276697132714,-9.420095162930519,Iñigo Vicente,"FW,MF",Athletic Club,2020,La Liga,-23.59267180839662
10241,-21.266203696040638,-3.964024181170135,Fede Vico,"MF,FW",Granada,2020,La Liga,-17.302179514870502
10242,-14.953020004055897,-5.386423184805355,Aleix Vidal,DF,Sevilla,2020,La Liga,-9.566596819250542
10243,5.846604844884701,0.5888743025233817,Arturo Vidal,MF,Inter,2020,Serie A,5.257730542361319
10244,-40.45673130537765,-8.908462941609185,Clément Vidal,DF,Montpellier,2020,Ligue 1,-31.548268363768464
10245,17.55065791371258,4.057700189577001,Nacho Vidal,DF,Osasuna,2020,La Liga,13.492957724135579
10246,-34.96292920776104,-8.993518238289377,Ronaldo Vieira,"MF,DF",Hellas Verona,2020,Serie A,-25.969410969471667
10247,8.932428617822696,1.775765628358772,Luca Vignali,DF,Spezia,2020,Serie A,7.156662989463924
10248,5.772151091588209,-1.8042203610865353,Emanuel Vignato,"FW,MF",Bologna,2020,Serie A,7.576371452674744
10249,2.8151064008290314,1.7295959827497516,Toni Villa,"MF,FW",Valladolid,2020,La Liga,1.0855104180792798
10250,-15.212094733413505,2.243720396604692,Asier Villalibre,FW,Athletic Club,2020,La Liga,-17.455815130018195
10251,31.171077402029788,6.867636534790624,Gonzalo Villar,MF,Roma,2020,Serie A,24.303440867239164
10252,-35.68595063605136,-7.520003439352905,Rúben Vinagre,"MF,DF",Wolves,2020,Premier League,-28.165947196698454
10253,-41.04076859765121,-5.561354864231232,Carlos Vinícius,FW,Tottenham,2020,Premier League,-35.479413733419975
10254,-2.8965224738438677,-4.282814456134836,Nicolas Viola,MF,Benevento,2020,Serie A,1.386291982290968
10255,-17.624199012387958,-6.6433617795205,Vitinha,MF,Wolves,2020,Premier League,-10.980837232867458
10256,-29.129627374041675,-5.573658629206507,Vitolo,"MF,FW",Atlético Madrid,2020,La Liga,-23.55596874483517
10257,36.172354549977726,21.087829037277313,Dušan Vlahović,FW,Fiorentina,2020,Serie A,15.084525512700413
10258,-25.36645492963435,-8.129429478758574,Michel Vlap,"MF,FW",Arminia,2020,Bundesliga,-17.237025450875777
10259,-20.81359819527484,-0.2569032217092865,Andreas Voglsammer,"FW,MF",Arminia,2020,Bundesliga,-20.556694973565552
10260,29.10304470081675,-0.08360536288518874,Kevin Vogt,DF,Hoffenheim,2020,Bundesliga,29.186650063701936
10261,4.743109658450116,-0.5657822996825053,Mërgim Vojvoda,"DF,FW",Torino,2020,Serie A,5.308891958132621
10262,-43.45042763666427,-10.09506992450511,Jake Vokins,DF,Southampton,2020,Premier League,-33.35535771215916
10263,42.3258450394158,13.582407116446861,Kevin Volland,"FW,MF",Monaco,2020,Ligue 1,28.743437922968944
10264,45.02746413657194,-4.847973734270181,Stefan de Vrij,DF,Inter,2020,Serie A,49.87543787084213
10265,-30.303256317599754,-5.520011518780703,Šime Vrsaljko,"FW,DF",Atlético Madrid,2020,La Liga,-24.78324479881905
10266,-25.244762298803995,-2.2166952380698124,Nikola Vukčević,MF,Levante,2020,La Liga,-23.02806706073418
10267,-5.662938828538366,-1.4841515775335807,Miloš Vulić,MF,Crotone,2020,Serie A,-4.178787251004786
10268,-16.335642159832172,3.0453856793584646,Matěj Vydra,FW,Burnley,2020,Premier League,-19.381027839190637
10269,-48.33553081885504,-9.99047106329707,Franklin Wadja,"MF,FW",Lorient,2020,Ligue 1,-38.34505975555797
10270,-25.73045004262456,-2.9437500452647227,Elye Wahi,FW,Montpellier,2020,Ligue 1,-22.78669999735984
10271,22.39994235408876,1.8190873674990613,Walace,MF,Udinese,2020,Serie A,20.5808549865897
10272,-1.242025431246046,4.594060298620951,Theo Walcott,"MF,FW",Southampton,2020,Premier League,-5.836085729866997
10273,-49.771131352904526,-10.471108706242973,Theo Walcott,FW,Everton,2020,Premier League,-39.30002264666155
10274,45.31134278719905,3.88620247749603,Kyle Walker,DF,Manchester City,2020,Premier League,41.425140309703025
10275,53.92168520685502,10.666485899330224,Kyle Walker-Peters,DF,Southampton,2020,Premier League,43.25519930752479
10276,2.056701692649482,-4.4395988813596095,Sebastian Walukiewicz,DF,Cagliari,2020,Serie A,6.4963005740090916
10277,80.23298676777868,4.918043841442578,Aaron Wan-Bissaka,DF,Manchester Utd,2020,Premier League,75.3149429263361
10278,14.255674564682586,4.633735017082419,Joel Ward,DF,Crystal Palace,2020,Premier League,9.621939547600167
10279,95.55969330061603,6.277154874300758,James Ward-Prowse,MF,Southampton,2020,Premier League,89.28253842631527
10280,49.565194001306345,6.012373317905601,Daniel Wass,"MF,DF",Valencia,2020,La Liga,43.552820683400746
10281,53.406302379555285,30.936918189742805,Ollie Watkins,FW,Aston Villa,2020,Premier League,22.46938418981248
10282,-46.25384343646271,-9.827718021437768,Caleb Watts,MF,Southampton,2020,Premier League,-36.42612541502494
10283,-19.403012140716594,-2.8201314447336876,Timothy Weah,"FW,MF",Lille,2020,Ligue 1,-16.582880695982908
10284,46.080441211274085,1.775839244139907,Adam Webster,DF,Brighton,2020,Premier League,44.304601967134175
10285,39.88345545072393,12.908566297563109,Wout Weghorst,FW,Wolfsburg,2020,Bundesliga,26.97488915316082
10286,-22.8975170242593,-7.769287584694876,Mitchell Weiser,DF,Leverkusen,2020,Bundesliga,-15.128229439564425
10287,-4.165903454033765,7.637884605887266,Shon Weissman,FW,Valladolid,2020,La Liga,-11.803788059921033
10288,1.2619468727378602,0.740699269488446,Danny Welbeck,FW,Brighton,2020,Premier League,0.5212476032494142
10289,18.108494379374257,0.947756706428937,Wendell,DF,Leverkusen,2020,Bundesliga,17.16073767294532
10290,-9.024153376377038,-5.093763071458999,Oscar Wendt,DF,M'Gladbach,2020,Bundesliga,-3.9303903049180393
10291,47.260165993057335,14.619236921692394,Timo Werner,"FW,MF",Chelsea,2020,Premier League,32.64092907136494
10292,72.50256622984641,1.849137265820615,Ashley Westwood,MF,Burnley,2020,Premier League,70.65342896402579
10293,50.706401128436696,8.364896940579781,Ben White,"DF,MF",Brighton,2020,Premier League,42.34150418785691
10294,46.356350836245824,2.061045217674039,Georginio Wijnaldum,MF,Liverpool,2020,Premier League,44.29530561857179
10295,-30.000725705872863,-3.9311462895447207,William,"DF,FW",Schalke 04,2020,Bundesliga,-26.069579416328143
10296,-30.540558403299784,-7.8989295631704,Brandon Williams,DF,Manchester Utd,2020,Premier League,-22.641628840129385
10297,18.961402330195668,7.480425356861753,Iñaki Williams,FW,Athletic Club,2020,La Liga,11.480976973333915
10298,-33.55890654772419,-5.855933098533225,Neco Williams,DF,Liverpool,2020,Premier League,-27.702973449190967
10299,-45.70412165617697,-9.968234163116838,Nico Williams,MF,Athletic Club,2020,La Liga,-35.73588749306013
10300,-24.432910413814408,-8.561369961084118,Rhys Williams,DF,Liverpool,2020,Premier League,-15.87154045273029
10301,15.327631092814832,-4.233863366781018,Willian,FW,Arsenal,2020,Premier League,19.56149445959585
10302,-36.223324062023124,-5.771303331986234,Joe Willock,MF,Arsenal,2020,Premier League,-30.452020730036892
10303,4.298103848247391,2.179949104965709,Joe Willock,MF,Newcastle Utd,2020,Premier League,2.1181547432816816
10304,16.152928879470643,11.302487189894975,Callum Wilson,FW,Newcastle Utd,2020,Premier League,4.850441689575668
10305,-9.52944333852666,-3.792372880878619,Harry Winks,MF,Tottenham,2020,Premier League,-5.737070457648041
10306,38.75598741523809,6.201991407034076,Florian Wirtz,MF,Leverkusen,2020,Bundesliga,32.55399600820401
10307,48.057737225074426,8.050288951123068,Yoane Wissa,"MF,FW",Lorient,2020,Ligue 1,40.007448273951354
10308,0.22236091898022758,-5.838558070335957,Axel Witsel,MF,Dortmund,2020,Bundesliga,6.0609189893161854
10309,4.172364468628727,4.649862897069715,Hannes Wolf,"MF,FW",M'Gladbach,2020,Bundesliga,-0.4774984284409882
10310,40.99942096040269,12.780474716294908,Marius Wolf,"MF,DF",Köln,2020,Bundesliga,28.21894624410778
10311,-36.430803163212246,-6.027852069693965,Nick Woltemade,"MF,FW",Werder Bremen,2020,Bundesliga,-30.402951093518283
10312,-8.359272136964577,-3.652120366385183,Jeong Woo-yeong,"FW,MF",Freiburg,2020,Bundesliga,-4.707151770579394
10313,17.592656140967748,16.901937405015275,Chris Wood,FW,Burnley,2020,Premier League,0.6907187359524727
10314,-43.929331657353075,-10.38130819897389,Joscha Wosz,DF,RB Leipzig,2020,Bundesliga,-33.548023458379184
10315,13.315066775762926,0.44060854351390744,Xeka,MF,Lille,2020,Ligue 1,12.874458232249019
10316,66.38030689183483,9.699440280013256,Granit Xhaka,"MF,DF",Arsenal,2020,Premier League,56.68086661182158
10317,-31.99840477223195,-3.879376156324397,Reinhold Yabo,"MF,FW",Arminia,2020,Bundesliga,-28.119028615907553
10318,-4.679703812035185,-2.1330346212920603,Jawad El Yamiq,DF,Valladolid,2020,La Liga,-2.5466691907431245
10319,-27.042142732338778,-3.527833324105194,Andriy Yarmolenko,"FW,MF",West Ham,2020,Premier League,-23.514309408233583
10320,4.377538071667278,0.41503963250728226,Yusuf Yazıcı,"FW,MF",Lille,2020,Ligue 1,3.9624984391599956
10321,-37.2308674288531,-6.996669828678003,DeAndre Yedlin,DF,Newcastle Utd,2020,Premier League,-30.2341976001751
10322,25.465378007813232,11.73177394189234,Burak Yılmaz,FW,Lille,2020,Ligue 1,13.733604065920892
10323,-4.472032694435093,3.9179319252621303,Okay Yokuşlu,MF,West Brom,2020,Premier League,-8.389964619697224
10324,-25.559182075213496,-2.5460704106295826,Okay Yokuşlu,MF,Celta Vigo,2020,La Liga,-23.013111664583914
10325,23.607455213592363,-3.3691427249638126,Maya Yoshida,DF,Sampdoria,2020,Serie A,26.976597938556175
10326,18.708207658176246,5.434989001203252,Amin Younes,MF,Eint Frankfurt,2020,Bundesliga,13.273218656972993
10327,1.019916059270797,-0.47710188135380127,Ashley Young,DF,Inter,2020,Serie A,1.4970179406245983
10328,-42.322745358638905,-7.48614036153789,Wilitty Younoussa,MF,Dijon,2020,Ligue 1,-34.83660499710101
10329,-1.4836539386641623,-0.14289743336148672,Zaydou Youssouf,MF,Saint-Étienne,2020,Ligue 1,-1.3407565053026755
10330,58.464708068845326,14.360962947446467,Mattia Zaccagni,MF,Hellas Verona,2020,Serie A,44.10374512139886
10331,-29.86937722153939,-6.006581146347308,Dan-Axel Zagadou,DF,Dortmund,2020,Bundesliga,-23.862796075192083
10332,-39.99160879933031,-8.783518248629857,Vasilios Zagaritis,DF,Parma,2020,Serie A,-31.20809055070045
10333,-43.510435021007126,-7.881205299353304,Arthur Zagre,"DF,MF",Dijon,2020,Ligue 1,-35.62922972165382
10334,50.991315777536734,18.34826739864283,Wilfried Zaha,FW,Crystal Palace,2020,Premier League,32.64304837889391
10335,20.95475147952481,3.469116719659849,Miha Zajc,MF,Genoa,2020,Serie A,17.48563475986496
10336,1.6194987576592768,-0.6954291836093425,Denis Zakaria,"MF,DF",M'Gladbach,2020,Bundesliga,2.3149279412686194
10337,-20.394750705532925,-2.8006649351551576,Joseba Zaldúa,DF,Real Sociedad,2020,La Liga,-17.594085770377767
10338,-21.982904883555314,-10.517971963378862,Nicola Zalewski,MF,Roma,2020,Serie A,-11.464932920176452
10339,54.45201443399882,14.17215250960693,Andre-Frank Zambo Anguissa,MF,Fulham,2020,Premier League,40.27986192439189
10340,3.576211320494374,1.0354455505309412,Niccolò Zanellato,MF,Crotone,2020,Serie A,2.540765769963433
10341,-13.27548142449443,-4.025241736778044,Cristián Zapata,DF,Genoa,2020,Serie A,-9.250239687716386
10342,53.087942504421406,14.950559358683424,Duván Zapata,FW,Atalanta,2020,Serie A,38.137383145737985
10343,33.709223962132455,1.2343542647006702,Gabriele Zappa,DF,Cagliari,2020,Serie A,32.474869697431785
10344,30.088213101699342,4.859713871892945,Davide Zappacosta,DF,Genoa,2020,Serie A,25.228499229806395
10345,-38.7513707539034,-8.198111569360488,Oier Zarraga,MF,Athletic Club,2020,La Liga,-30.553259184542913
10346,-10.853762098564616,8.82904202143154,Simone Zaza,FW,Torino,2020,Serie A,-19.682804119996156
10347,-4.111622311226934,8.166625633897334,Deyovaisio Zeefuik,"DF,FW",Hertha BSC,2020,Bundesliga,-12.278247945124267
10348,4.316364227995889,4.6067264683705105,Marvin Zeegelaar,DF,Udinese,2020,Serie A,-0.29036224037462155
10349,2.168647812709761,3.3621945465420966,Arber Zeneli,"MF,FW",Reims,2020,Ligue 1,-1.1935467338323358
10350,-44.02606559414096,-9.683859826508938,Andi Zeqiri,"FW,DF",Brighton,2020,Premier League,-34.342205767632024
10351,1.165291387356006,5.171571101668002,Mehdi Zerkane,"MF,FW",Bordeaux,2020,Ligue 1,-4.006279714311996
10352,63.05747836734129,2.8046105140452378,Piotr Zieliński,MF,Napoli,2020,Serie A,60.25286785329605
10353,21.653634731234682,-5.533742475324317,Oleksandr Zinchenko,DF,Manchester City,2020,Premier League,27.187377206559
10354,-44.817604221145785,-9.504636250805362,Joshua Zirkzee,"FW,MF",Parma,2020,Serie A,-35.312967970340424
10355,-45.25503883063586,-9.710101064327104,Joshua Zirkzee,FW,Bayern Munich,2020,Bundesliga,-35.544937766308756
10356,9.00650362003114,0.1768736066407892,Hakim Ziyech,"MF,FW",Chelsea,2020,Premier League,8.82963001339035
10357,-23.058127556530387,-5.899773231507516,Kévin Zohi,"FW,MF",Strasbourg,2020,Ligue 1,-17.15835432502287
10358,35.10018608516568,-3.492556559442403,Kurt Zouma,DF,Chelsea,2020,Premier League,38.59274264460809
10359,16.611988444169008,-2.1828219596287686,Igor Zubeldia,DF,Real Sociedad,2020,La Liga,18.794810403797776
10360,-15.041622417178992,-4.3841984505114215,Steven Zuber,"DF,MF",Eint Frankfurt,2020,Bundesliga,-10.65742396666757
10361,20.654720978624965,-0.894384889646925,Martín Zubimendi,MF,Real Sociedad,2020,La Liga,21.54910586827189
10362,-5.791710619709555,-6.199066171956146,Martin Ødegaard,MF,Arsenal,2020,Premier League,0.4073555522465915
10363,-31.347959095752874,-9.936455923677547,Martin Ødegaard,MF,Real Madrid,2020,La Liga,-21.411503172075328
10364,37.70144983353567,7.8214877796596305,Filip Đuričić,"MF,FW",Sassuolo,2020,Serie A,29.87996205387604
10365,-66.6901655991319,-10.105221598298845,Blanco,MF,Real Madrid,2020,La Liga,-56.584944000833055
10366,-58.55131069152508,-0.9454831629597552,Hugo Guillamón,"DF,MF",Valencia,2020,La Liga,-57.60582752856533
10367,43.58445994916758,5.4585785759302645,Patrick van Aanholt,DF,Crystal Palace,2019,Premier League,38.12588137323732
10368,56.88255493201739,10.293843741658636,Max Aarons,DF,Norwich City,2019,Premier League,46.58871119035876
10369,39.76812249537552,-0.04936280495459955,Yunis Abdelhamid,DF,Reims,2019,Ligue 1,39.81748530033012
10370,-43.63932199690343,-5.811609430055771,Suleiman Abdullahi,"FW,MF",Union Berlin,2019,Bundesliga,-37.827712566847666
10371,18.11470185213687,6.351342475884886,Mehdi Abeid,MF,Nantes,2019,Ligue 1,11.763359376251985
10372,-31.59254242770641,-1.9294261272083377,Charles Abi,FW,Saint-Étienne,2019,Ligue 1,-29.66311630049807
10373,15.60295554530802,-0.6986310520715957,David Abraham,DF,Eint Frankfurt,2019,Bundesliga,16.301586597379618
10374,14.252517448748254,16.058951113032638,Tammy Abraham,FW,Chelsea,2019,Premier League,-1.8064336642843841
10375,-18.696517546492974,-1.6299983024846763,Amir Abrashi,MF,Freiburg,2019,Bundesliga,-17.066519244008298
10376,72.73975794459358,-1.6378998987496818,Francesco Acerbi,DF,Lazio,2019,Serie A,74.37765784334326
